Client name,Registrant name,Location of Client,Description of service (when available)
Korea International Trade Association,"Thomas Capitol Partners, Inc.",Korea,
Government of Cote d'Ivoire,Lanny J. Davis & Associates,Cote D'Ivoire,
Government of Honduras,Lanny J. Davis & Associates,Honduras,
Government of Equatorial Guinea,Lanny J. Davis & Associates,Equatorial Guinea,
Government of Cote d'Ivoire,Lanny J. Davis & Associates,Cote D'Ivoire,
Government of Honduras,Lanny J. Davis & Associates,Honduras,
Government of Equatorial Guinea,Lanny J. Davis & Associates,Equatorial Guinea,
Government of Cote d'Ivoire,Lanny J. Davis & Associates,Cote D'Ivoire,
Government of Honduras,Lanny J. Davis & Associates,Honduras,
Government of Equatorial Guinea,Lanny J. Davis & Associates,Equatorial Guinea,
Social Communication Secretariat of the Office of the President of the Republic of Brazil,"CDN International, Inc.",Japan,
State of Minas Gerais,"CDN International, Inc.",Brazil,
Social Communication Secretariat of the Office of the President of the Republic of Brazil,"CDN International, Inc.",Japan,
State of Minas Gerais,"CDN International, Inc.",Brazil,
Parliament of Romania,"Lubanovici, Mircea",Romania,
Muttahida Quami Movement,MQM USA,Pakistan,
Taipei Economic And Cultural Representative Office in the United States,"Capitol Hill Strategies, LLC",Taiwan,
Republic of Equatorial Guinea,Salvarore Services LLC,Equatorial Guinea,
JETRO New York,"Washington Research and Analysis, LLC",Japan,
Government of Cote d'Ivoire,Augustin Douoguih,Cote D'Ivoire,
"Bavarian Ministry for Economic Affairs, Infrastructure, Transport and Technology",Bavarian U.S. Offices for Economic Development LLC ,Germany,
Comite de Gestion de la Filliere Cafe-Cacao (Cocoa and Coffee Board) of Ivory Coast,AE Agritrade,Cote D'Ivoire,
Government of Cote d'Ivoire,Robert McEwen,Cote D'Ivoire,
General Pervez Musharraf,Raza Bokhari,Pakistan,
All Pakistan Muslim League,All Pakistan Muslim League,Pakistan,
The Republic of Congo,"O'Neill and Associates, LLC",Republic of Congo,
Carnival Corporation & PLC,Thomas Michael Dow,Multinational,
Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,"Laurus Group, LLC",Republika Srpska,
Government of the Kingdom of Morocco,Gerson Global Strategic Advisors LLC,Morocco,
Embassy of the Kingdom of Bahrain,Potomac Square Group,Bahrain,
Trust Company of the Marshall Islands (TCMI),Blank Rome Government Relations LLC,Marshall Islands,
Province of Quebec,Ronald Christie Strategies LLC,Canada,
Republic of Congo - Brazzaville,Empire Solutions Consulting LLC,Republic of Congo,
Senacyt,Vista Group Corp.,Panama,
Shiekh Fahad Al Salem Al Ali Al Sabah,Levant Suez Consulting Group,Kuwait,
The Embassy of Sri Lanka,Sienna Briella Girgenti,Azerbaijan,
Committee Supporting Democracy and Justice in Pakistan,"National Strategies, LLC",Pakistan,
"Kingdom 5-KR-215, Ltd.",International Merchandising Corporation,Cayman Islands,
Labour Party (republic of Ireland),Supporters of the Irish Labour Party Inc.,Ireland,
HRH Prince Adan El-Hashemite,Thy Hashemite Sovereign Royal Family of Iraq Office in the USA,Iraq,
Transitional National Council,"Transitional National Council of Libya, Office of the Representative to the United States",Libya,
ProExport Colombia,"Peck, Madigan, Jones & Stewart",United Kingdom,
The Great Socialist People's Libyan Arab Jamahiriya,Monitor Company Group,Libya,
Kingdom of Jordan,Monitor Company Group,Jordan,
The Great Socialist People's Libyan Arab Jamahiriya,Monitor Company Group,Libya,
Kingdom of Jordan,Monitor Company Group,Jordan,
"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",Sandler Trade LLC,Thailand,
ProExport Colombia,Elmendorf Ryan,United Kingdom,
Republic of Madagascar,US FED Group,Madagascar,
Moroccan American Center for Policy,"Dutko Worldwide, LLC",Morocco,
Republic of Panama,"Mehlman Vogel Castagnetti, Inc.",Panama,
Netherlands Foreign Investment Agency,AB&C Philadelphia LLC,Netherlands,
Consulate General of Canada Boston,"Conover + Company Communications, Inc.",Canada,
Azerbaijan American Alliance Corporation,Fabiani & Company,Azerbaijan,
Talco Management Ltd.,Fabiani & Company,Tajikistan,
Azerbaijan American Alliance Corporation,Fabiani & Company,Azerbaijan,
Talco Management Ltd.,Fabiani & Company,Tajikistan,
Khayal Sharif-zedah,Azerbaijan America Alliance Corporation Board of Directors,Azerbaijan,
Ongoing Council for Government of Tokelau,Charles Brandon Whitfield,Samoa,
Republic of Ecuador,"International Remediation Services, LLC ",Ecuador,
World Likud,Rubenstein Public Relations,Israel,
Erel Margalit,Erel Margalit,Israel,
Friends of Gilgit Baltistan,Institute for Gilgit Baltistan Studies (IGBS),Belgium,
The Office of Tibet,"Sconset Strategies, LLC ",Tibet,
Shenyang Municipal Government (China) ,"PricewaterhouseCoopers LLP ('PwC LLP"")",China,
Royal Thai Embassy,Sandeep (Dino) Teppara,Thailand,
Government of Rwanda,"W2 Group, Inc",Rwanda,
Embassy of the Hashemite Kingdom of Jordan,"W2 Group, Inc",Jordan,
The General People's Committee of Libya,"W2 Group, Inc",Libya,
Government of Rwanda,"W2 Group, Inc",Rwanda,
Embassy of the Hashemite Kingdom of Jordan,"W2 Group, Inc",Jordan,
The General People's Committee of Libya,"W2 Group, Inc",Libya,
Government of Rwanda,"W2 Group, Inc",Rwanda,
Embassy of the Hashemite Kingdom of Jordan,"W2 Group, Inc",Jordan,
The General People's Committee of Libya,"W2 Group, Inc",Libya,
General Delegation of the PLO to the United States ,"Bell Pottinger USA, Inc.",Palestine,
Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,Myrmidon Groyp LLC,Republika Srpska,
Ras Al Khaimah Investment Authority,"STRATEGY XXI GROUP, LLC",United Arab Emirates,
Deutsche Bank AG - DB US Holding Company,"STRATEGY XXI GROUP, LLC",Germany,
Ras Al Khaimah Investment Authority,"STRATEGY XXI GROUP, LLC",United Arab Emirates,
Deutsche Bank AG - DB US Holding Company,"STRATEGY XXI GROUP, LLC",Germany,
Nawaf Obaid,Chad Gracia,United Kingdom,
"The Information Affairs Authority, Kingdom of Bahrain",Joe Trippi & Associates,Bahrain,
Government of the Kingdom of Morocco,CRAFT I Media Digita,Morocco,
General Pervez Musharraf,"Advantage Associates International, LTD., through Raza Bokh",Pakistan,
"Alvaro Baltodano, Executive Secretary Government of Nicaragua Corporacion de Zoras Francas",Squire Sanders Public Advocacy LLC,Nicaragua,
Tourism Ireland Limited,Squire Sanders Public Advocacy LLC,Ireland,
"Alvaro Baltodano, Executive Secretary Government of Nicaragua Corporacion de Zoras Francas",Squire Sanders Public Advocacy LLC,Nicaragua,
Tourism Ireland Limited,Squire Sanders Public Advocacy LLC,Ireland,
Embassy of the Republic of Kazakhstan in Washington D.C.,Portland PR Inc.,Kazakhstan,
Government of the Republic of Cyprus,"Roberti + White, LLC",Cyprus,
Serbia,"Roberti + White, LLC",Serbia,
"SOCAR USA, subsidiary of The State Oil Company of the Azerbaijan Republic","Roberti + White, LLC",Azerbaijan,
Government of the Republic of Cyprus,"Roberti + White, LLC",Cyprus,
Serbia,"Roberti + White, LLC",Serbia,
"SOCAR USA, subsidiary of The State Oil Company of the Azerbaijan Republic","Roberti + White, LLC",Azerbaijan,
Government of the Republic of Cyprus,"Roberti + White, LLC",Cyprus,
Serbia,"Roberti + White, LLC",Serbia,
"SOCAR USA, subsidiary of The State Oil Company of the Azerbaijan Republic","Roberti + White, LLC",Azerbaijan,
Saudi Food & Drug Authority,Dewwy & LeBouf LLP,Saudi Arabia,
Korea Atomic Energy Research Institute,Florence Lowe-Lee,South Korea,
Jean-Jacques Ekindi,Pickens & Madson Canada Inc,Cameroon,
China Academy of Railway Sciences (CARS),Jeffrey Alan Leader,China,
Serbia,"Strategic Partnership Alliance, Ltd",Serbia,
Victor Pinchuk,Doug Schoen,Ukraine,
Embassy of the Republic of Korea,West Wing Writers LLC.,South Korea,
Mgr. Katerina Dlouha/Ministry of Finance CR/International Disputes and Foreign Claims  Department,"Squire Sanders and Dempsey, LLP",Czech Republic,
Ministry of the Environment to the Czech Republic,"Squire Sanders and Dempsey, LLP",Czech Republic,
Mgr. Katerina Dlouha/Ministry of Finance CR/International Disputes and Foreign Claims  Department,"Squire Sanders and Dempsey, LLP",Czech Republic,
Ministry of the Environment to the Czech Republic,"Squire Sanders and Dempsey, LLP",Czech Republic,
Millenium Goup,Bridges International Group,Lebanon,
Libya al Hurra Foundation ,The Franklin Partnership,Multinational,
Embassy of the Republic of Sudan,Law Office of Bart S. Fisher,Sudan,
The Puntland State of Somalia,"Steptoe & Johnson, LLP",Somalia,
Kwang Yoon Kim,Woo Park,North Korea,
Embassy of the Republic of Kazakhstan in Washington D.C.,"Brown Legal Consulting, LLC",Kazakhstan,
Consulate of the Russian Federation,"Brown Legal Consulting, LLC",Russia,
Embassy of the Republic of Kazakhstan in Washington D.C.,"Brown Legal Consulting, LLC",Kazakhstan,
Consulate of the Russian Federation,"Brown Legal Consulting, LLC",Russia,
Funes & Asociados Publicidad,"Cardenas Partners, LLC",El Salvador,
"BGR Gabara, Ltd. (for the Free Democrats)","Office of Sam Patten, LLC",Germany,
"BGR Gabara, Ltd. (for Bidzina Ivanishvili)","Office of Sam Patten, LLC",Georgia,
"BGR Gabara, Ltd. (for the Free Democrats)","Office of Sam Patten, LLC",Germany,
"BGR Gabara, Ltd. (for Bidzina Ivanishvili)","Office of Sam Patten, LLC",Georgia,
"Office of the President, Government of the Republic of Cote d'Ivoire (CI)",LTL Strategies,Cote D'Ivoire,
"Ministry of Coordination of Production, Employment, and Competitiveness; Republic of Ecuador","Blue Star Strategies, LLC",Ecuador,
Republic of Iraq,The Iraqi Center for Development,Iraq,
Government of Turkey,Bian Forni,Turkey,
Taipei Economic And Cultural Representative Office in the United States,"Western Hemisphere Strategies, LLC",Taiwan,
Moroccan American Center for Policy,"Western Hemisphere Strategies, LLC",Morocco,
Taipei Economic And Cultural Representative Office in the United States,"Western Hemisphere Strategies, LLC",Taiwan,
Moroccan American Center for Policy,"Western Hemisphere Strategies, LLC",Morocco,
The Embassy of Sri Lanka,"The Majority Group, LLC",Azerbaijan,
Embassy of the Republic of Korea,"The Nickles Group, LLC",South Korea,
Taipei Economic And Cultural Representative Office in the United States,"The Nickles Group, LLC",Taiwan,
Embassy of the Republic of Korea,"The Nickles Group, LLC",South Korea,
Taipei Economic And Cultural Representative Office in the United States,"The Nickles Group, LLC",Taiwan,
"Ministry of Public Security, Republic of Panama","Command Consulting Group, LLC",Panama,
Sudan Liberation Movement (Abdul Wahid),Ester M. Sprange,Sudan,
People of Syria,National Change Party (National Change Current),Syria,
Government of the Republika Srpksa,"Innovative Global Initiatives and Solutions, LLC",Republika Srpska,
Invest in Iceland,CarbonZero lT LLC,Iceland,
Federal Government of Mexico,"R&R Partners, Inc",Mexico,
National Patriotic Party,"R&R Partners, Inc",Ghana,
Federal Government of Mexico,"R&R Partners, Inc",Mexico,
National Patriotic Party,"R&R Partners, Inc",Ghana,
"International Counsel Bureau, Kuwait",The Potomac Square Group,Kuwait,
The Consulate General of the Republic of Azerbaijan,The Potomac Square Group,Azerbaijan,
"International Counsel Bureau, Kuwait",The Potomac Square Group,Kuwait,
The Consulate General of the Republic of Azerbaijan,The Potomac Square Group,Azerbaijan,
Embassy Of Japan,The Friedlander Group,Japan,
President Andry Nirina Rajoelina,"Quintairos, Prieto, Wood & Boyer, P.A",Madagascar,
Malaysia Productivity Corporation,"Edgar J. Ridley and Associates, Inc",Malaysia,
Government of Alberta,"Rasky Baerlein Strategic Communications, Inc.",Canada,
Government of Hungary,"Rasky Baerlein Strategic Communications, Inc.",Azerbaijan,
Hungary Ministry of Public Administration and Justice,"Rasky Baerlein Strategic Communications, Inc.",Hungary,
Government of Alberta,"Rasky Baerlein Strategic Communications, Inc.",Canada,
Government of Hungary,"Rasky Baerlein Strategic Communications, Inc.",Azerbaijan,
Hungary Ministry of Public Administration and Justice,"Rasky Baerlein Strategic Communications, Inc.",Hungary,
Government of Alberta,"Rasky Baerlein Strategic Communications, Inc.",Canada,
Government of Hungary,"Rasky Baerlein Strategic Communications, Inc.",Azerbaijan,
Hungary Ministry of Public Administration and Justice,"Rasky Baerlein Strategic Communications, Inc.",Hungary,
The Embassy of the Republic of Azerbaijan,"BOB LAWRENCE & ASSOCIATES, INC. ",Azerbaijan,
Government of Antigua and Barbuda,Joseph P. Watkins,Antigua and Barbuda,
Taipei Economic And Cultural Representative Office in the United States,"Heather Podesta + Partners, LLC",Taiwan,
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay","THE NEWINCO, INC.",Kuwait,
The Committee of Support for the Equatorial Guinea (CANIGE),"Global Trading International, Inc",Equatorial Guinea,
The Government ofthe Republic of Haiti,Walter Corley,Haiti,
Embassy of the Republic of Korea,"West Wing Writers, LLC",South Korea,
Oleksandr Tymoshenko,Wiley Rein LLP,Ukraine,
Government of Mongolia,"Venn Strategies, LLC",Mongolia,
Bank of Beirut SAL,Bank of Beirut SAL,Lebanon,
China Council for the Promotion of International Trade,"Representative Office in the USA, CCPIT",China,
"International Counsel Bureau, Kuwait","Garrison K, Courtney",Kuwait,
Government of Guatemala Ministry of Economy,"Sandler, Travis & Rosenberg, P.A",Guatemala,
All India Rice Exports Associations (AIREA),"Sandler, Travis & Rosenberg, P.A",India,
Government of Guatemala Ministry of Economy,"Sandler, Travis & Rosenberg, P.A",Guatemala,
All India Rice Exports Associations (AIREA),"Sandler, Travis & Rosenberg, P.A",India,
Moroccan American Center for Policy,"Gray Global Strategies, Inc",Morocco,
Economic Community Of West African States,Office Of Economic Community Of West African States ECOWAS at UN represented by HRH Prince Adel El-Hashemite Hon. Co,Nigeria,
"Mr. Vladimir Plahotniuc, First Deputy Speaker, Parliament, Republic of Moldova ",Mark John Robertson,Moldova,
Peace and Democracy Party of Turkey (BDP),Sinan Onal,Turkey,
"Sonangol, South Africa","Progress for Angola, Inc.",England,
Bidzina Ivanishvili ,Downey McGrath Group Inc.,Georgia,
Clark Hill,Collins Anderson Philp Public Affairs,Angola,
Purple Strategies,Collins Anderson Philp Public Affairs,Angola,
Clark Hill,Collins Anderson Philp Public Affairs,Angola,
Purple Strategies,Collins Anderson Philp Public Affairs,Angola,
Office of the President of Ecuador (Yasuni-ITT),Humanitas Global Development,Ecuador,
Bidzina Ivanishvili ,Citizens for Democracy in Georgia,Georgia,
The Gabonese Republic,Pearson & Associates,Gabon,
Chuyoua,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Washeu,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chongge,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Youachou,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chu Youa Vang,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chuyoua,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Washeu,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chongge,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Youachou,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chu Youa Vang,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chuyoua,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Washeu,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chongge,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Youachou,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chu Youa Vang,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chuyoua,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Washeu,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chongge,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Youachou,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chu Youa Vang,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Chuyoua,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
Washeu,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",Laos,
