Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,419790.00,08/31/13*,Myrmidon Groyp LLC,,,http://www.fara.gov/docs/6057-Supplemental-Statement-20131031-4.pdf
Govt. of India Ministry of Tourism,207816.26,2013-05-31,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
Govt. of India Ministry of Tourism,563602.46,2013-07-22,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
Govt. of India Ministry of Tourism,565743.73,2013-10-17,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
Govt. of India Ministry of Tourism,170314.06,2013-05-31,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
Govt. of India Ministry of Tourism,89552.96,2013-08-23,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
Govt. of India Ministry of Tourism,119969.20,2013-09-26,India Tourism,For incurring expenditure for promotion of tourism to India.,,http://www.fara.gov/docs/2329-Supplemental-Statement-20131101-21.pdf
State of Israel,42000.00,2013-04-27,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,1893.75,2013-05-06,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,1770.00,2013-06-05,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,8000.00,2013-06-19,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,561.85,2013-06-20,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,2021.50,2013-07-17,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,29553.80,2013-08-09,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
State of Israel,16000.00,2013-09-19,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-04-10,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-05-03,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-06-06,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-07-05,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-07-31,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-08-28,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Hong Kong Trade Development Council,32500.00,2013-09-30,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of the Cayman Islands,99515.32,2013-05-09,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of the Cayman Islands,91056.51,2013-06-12,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of the Cayman Islands,953.57,2013-06-12,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of the Cayman Islands,90873.66,2013-08-12,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of the Cayman Islands,89724.21,2013-09-24,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Yuriy Ivaniuschenko,19422.50,2013-08-19,Sidley Austin LLP,"For professional services rendered in connection with the provision of legal advice, legal proceedings in the U.S., and related matters.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20131031-20.pdf
Government of Mexico - Secretaria de Economia,27778.00,2013-06-13,"Public Strategies Washington, Inc.",Compensation,,http://www.fara.gov/docs/4486-Supplemental-Statement-20131031-17.pdf
Government of Mexico - Secretaria de Economia,55556.00,2013-07-13,"Public Strategies Washington, Inc.",Compensation,,http://www.fara.gov/docs/4486-Supplemental-Statement-20131031-17.pdf
Government of Mexico - Secretaria de Economia,27778.00,2013-08-13,"Public Strategies Washington, Inc.",Compensation,,http://www.fara.gov/docs/4486-Supplemental-Statement-20131031-17.pdf
Government of Mexico - Secretaria de Economia,27778.00,2013-09-13,"Public Strategies Washington, Inc.",Compensation,,http://www.fara.gov/docs/4486-Supplemental-Statement-20131031-17.pdf
Luxembourg Trade and Investment Office,5460.00,2013-04-05,"Luxcore, Ltd.",March 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,6510.00,2013-04-29,"Luxcore, Ltd.",April 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,1438.27,2013-05-29,"Luxcore, Ltd.",Out of Pocket Expenses incurred for attendance at the BIO 2013 International Convention - Chicago,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,5460.00,2013-05-31,"Luxcore, Ltd.",May 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,5530.00,2013-06-27,"Luxcore, Ltd.",June 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,5390.00,2013-08-01,"Luxcore, Ltd.",July 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Luxembourg Trade and Investment Office,5250.00,2013-08-30,"Luxcore, Ltd.",August 2013 Fees,,http://www.fara.gov/docs/4901-Supplemental-Statement-20131101-12.pdf
Enterprise Estonia,34000.00,10/31/13*,Enterprise Estonia in San Jose,operational expenses,,http://www.fara.gov/docs/5833-Supplemental-Statement-20131101-14.pdf
Embassy Of Japan,25000.00,2013-06-26,"DCI Group, LLC.",Payment per contract,"Akin Gump Strauss Hauer & Feld, LLP",http://www.fara.gov/docs/6140-Supplemental-Statement-20131104-2.pdf
The Government of the Republic of Cameroon,174920.00,09/30/13*,GoodWorks International LLC,,,http://www.fara.gov/docs/5414-Supplemental-Statement-20131107-21.pdf
Chu Youa Vang,3600.00,09/30/13*,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",medicine + personal needs,,http://www.fara.gov/docs/6130-Supplemental-Statement-20131107-2.pdf
Chu Youa Vang,190.00,09/30/13*,"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)",miscellaneous needs,,http://www.fara.gov/docs/6130-Supplemental-Statement-20131107-2.pdf
Embassy of the Bolivarian Republic of Venezuela,33000.00,10/31/13*,Olivia Goumbri,,,http://www.fara.gov/docs/5957-Supplemental-Statement-20131106-8.pdf
Peace and Democracy Party of Turkey (BDP),10000.00,2013-06-03,Mehmet Yuksel,travel and personal expenses,,http://www.fara.gov/docs/6136-Supplemental-Statement-20131108-2.pdf
"International Counsel Bureau, Kuwait",270251.87,10/30/13*,The Potomac Square Group,,,http://www.fara.gov/docs/6096-Supplemental-Statement-20131111-3.pdf
The Consulate General of the Republic of Azerbaijan,2000.00,10/30/13*,The Potomac Square Group,,,http://www.fara.gov/docs/6096-Supplemental-Statement-20131111-3.pdf
The Consulate General of the Republic of Azerbaijan,2000.00,10/30/13*,The Potomac Square Group,,,http://www.fara.gov/docs/6096-Supplemental-Statement-20131111-3.pdf
"Kingdom 5-KR-215, Ltd.",852489.32,10/31/13*,International Merchandising Corporation,,,http://www.fara.gov/docs/6032-Supplemental-Statement-20131112-5.pdf
Govt. of India Ministry of Tourism,168180.88,07/31/13*,India Tourism,,,http://www.fara.gov/docs/5873-Supplemental-Statement-20131113-12.pdf
Govt. of India Ministry of Tourism,80109.97,07/31/13*,India Tourism,,,http://www.fara.gov/docs/5873-Supplemental-Statement-20131113-12.pdf
Govt. of India Ministry of Tourism,220114.64,07/31/13*,India Tourism,,,http://www.fara.gov/docs/5873-Supplemental-Statement-20131113-12.pdf
Govt. of India Ministry of Tourism,31760.33,07/31/13*,India Tourism,"rent, travel, office expenses etc",,http://www.fara.gov/docs/5873-Supplemental-Statement-20131113-12.pdf
Govt. of India Ministry of Tourism,59218.65,07/31/13*,India Tourism,"rent, travel, office expenses etc",,http://www.fara.gov/docs/5873-Supplemental-Statement-20131113-12.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
Government of the Republic of Cyprus,30000.00,09/30/13*,"Roberti + White, LLC",,"Podesta Group, Inc.",http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
"SOCAR USA, subsidiary of The State Oil Company of the Azerbaijan Republic",20843.00,09/30/13*,"Roberti + White, LLC",,,http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
"SOCAR USA, subsidiary of The State Oil Company of the Azerbaijan Republic",20843.00,09/30/13*,"Roberti + White, LLC",,,http://www.fara.gov/docs/6065-Supplemental-Statement-20131113-5.pdf
"Government of the People's Democratic Republic of Algeria, Embassy",210000.00,09/30/13*,Foley Hoag LLP,,,http://www.fara.gov/docs/4776-Supplemental-Statement-20131118-18.pdf
Government of the People's Republic of Bangladesh represented by Embassy of Bangladesh to the United States of America,150000.00,09/30/13*,Foley Hoag LLP,,,http://www.fara.gov/docs/4776-Supplemental-Statement-20131118-18.pdf
Hong Kong Tourism Board,2097654.00,11/22/13*,Head Office In The United States Hong Kong Tourism,,,http://www.fara.gov/docs/2110-Supplemental-Statement-20131122-18.pdf
Republic of Kenya,316356.00,10/31/13*,"Chlopak, Leonard, Schechter and Associates",,,http://www.fara.gov/docs/5774-Supplemental-Statement-20131122-17.pdf
Government of Bermuda,201318.97,10/31/13*,Levine & Company,payment of Attorney's fees and expenses,,http://www.fara.gov/docs/3971-Supplemental-Statement-20131121-20.pdf
Korea Trade - Investment Promotion Agency (KOTRA),2821613.00,10/31/13*,Korea Trade Promotion Center,NY,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),2476187.67,10/31/13*,Korea Trade Promotion Center,Los Angeles,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),1043323.37,10/31/13*,Korea Trade Promotion Center,Chicago,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),580784.00,10/31/13*,Korea Trade Promotion Center,Dallas,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),1097768.84,10/31/13*,Korea Trade Promotion Center,Washington DC,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),455748.44,10/31/13*,Korea Trade Promotion Center,Silicon Valley,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),568813.47,10/31/13*,Korea Trade Promotion Center,Miami,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),690087.00,10/31/13*,Korea Trade Promotion Center,Detroit,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),272874.24,10/31/13*,Korea Trade Promotion Center,New Jersey,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),364052.64,10/31/13*,Korea Trade Promotion Center,Torrance,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),317191.67,10/31/13*,Korea Trade Promotion Center,Des Plaines,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),225980.34,10/31/13*,Korea Trade Promotion Center,Virginia,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Trade - Investment Promotion Agency (KOTRA),660672.00,10/31/13*,Korea Trade Promotion Center,Silicon Valley,,http://www.fara.gov/docs/1619-Supplemental-Statement-20131127-19.pdf
Korea Tourism Organization,1048612.41,10/31/13*,Korea National Tourism Organization Los Angles,"Korea tourism promotional activities, office managements, staff salaries, advertisements, etc.",,http://www.fara.gov/docs/2544-Supplemental-Statement-20131130-20.pdf
